,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
1198,0.005740940079,0.0003588087549,0.007534983854,0.436311446,0.0003588087549,0.4004305705,0.0111230714,0.0003588087549,0.1367061356
1199,0.0005534034311,0.003320420587,0.01438848921,0.1693414499,0.0005534034311,0.2468179303,0.003320420587,0.0005534034311,0.1499723298
1200,0.0005534034311,0.003320420587,0.01162147205,0.1721084671,0.0005534034311,0.2938572219,0.0005534034311,0.0005534034311,0.08633093525
1201,0.004118050789,0.04873026767,0.0006863417982,0.0006863417982,0.1825669183,0.0006863417982,0.0006863417982,0.00754975978,0.01098146877
1202,0.0006863417982,0.03157172272,0.0006863417982,0.0006863417982,0.1928620453,0.0006863417982,0.0006863417982,0.0006863417982,0.0006863417982
1203,0.0006108735492,0.1930360415,0.006719609041,0.1747098351,0.006719609041,0.4343310935,0.0006108735492,0.1716554673,0.0006108735492
1204,0.0006108735492,0.2541233965,0.0006108735492,0.1441661576,0.01588271228,0.3549175321,0.0006108735492,0.2021991448,0.01893708002
1205,0.0004614674665,0.05583756345,0.05814490078,0.007383479465,0.2842639594,0.0004614674665,0.0004614674665,0.005076142132,0.0004614674665
1206,0.0004614674665,0.08352561144,0.03968620212,0.0004614674665,0.2958006461,0.0004614674665,0.0004614674665,0.0004614674665,0.0004614674665
1207,0.000594530321,0.02437574316,0.07491082045,0.1135552913,0.07788347206,0.000594530321,0.000594530321,0.000594530321,0.000594530321
1208,0.000594530321,0.000594530321,0.03329369798,0.161117717,0.04221165279,0.000594530321,0.000594530321,0.000594530321,0.000594530321
1209,0.0005007511267,0.2834251377,0.0005007511267,0.0005007511267,0.0005007511267,0.1432148222,0.0005007511267,0.0005007511267,0.02053079619
1210,0.005508262394,0.3184777166,0.005508262394,0.005508262394,0.0005007511267,0.09063595393,0.0005007511267,0.00300450676,0.04807210816
1211,0.0003234152652,0.05045278137,0.001940491591,0.0003234152652,0.0003234152652,0.001940491591,0.0003234152652,0.1717335058,0.0003234152652
1212,0.0003234152652,0.06338939198,0.0003234152652,0.0003234152652,0.0003234152652,0.0003234152652,0.0003234152652,0.1620310479,0.0003234152652
1213,0.001003009027,0.001003009027,0.01604814443,0.1514543631,0.07121364092,0.07121364092,0.001003009027,0.6228686058,0.06118355065
1214,0.001003009027,0.006018054162,0.001003009027,0.03109327984,0.111334002,0.08625877633,0.001003009027,0.6880641926,0.07121364092
